AO_NUMBER,deal_time,NEXT_AOS,type,worker,no,constraints,position_con,con
150A204CE5203,4.0,"396,395",特设,2,383,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CK0010,6.0,"376,349,350,351,354,372,373,374,352,353,375",机械,2,384,"0,2,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CK0060,4.0,"342,343",机械,6,385,"0,6,0","0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CS0010,5.0,"391,393,392,394",结构,2,386,"2,0,0","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CS0020,4.0,385,结构,5,387,"5,0,0","0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0","5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CS0030,4.0,387,结构,4,388,"4,0,0","0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CS0040,4.0,388,结构,5,389,"5,0,0","0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0","5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0010,5.0,"364,380,363",特设,6,390,"0,0,6","0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0020,4.0,"377,361,379,346,370,383",特设,3,391,"0,0,3","0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0030,4.0,"377,361,379,346,370,383",特设,3,392,"0,0,3","0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0040,4.0,"377,361,379,346,370,383",特设,2,393,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0050,4.0,"377,361,379,346,370,383",特设,2,394,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0060,3.0,"348,358,369,384,368,378,345,355,359,360,356,357,362",特设,2,395,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0070,3.0,"348,358,369,384,368,378,345,355,359,360,356,357,362",特设,2,396,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0080,5.0,"391,393,392,394",特设,4,397,"0,0,4","0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0090,5.0,"391,393,392,394",特设,2,398,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0150,5.0,"391,393,392,394",特设,3,399,"0,0,3","0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0160,6.0,"389,347,371,344",特设,3,400,"0,0,3","0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0170,6.0,"389,347,371,344",特设,3,401,"0,0,3","0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0180,6.0,"389,347,371,344",特设,3,402,"0,0,3","0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0240,5.0,"391,393,392,394",特设,2,403,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0250,5.0,"391,393,392,394",特设,2,404,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A204CW0260,5.0,"391,393,392,394",特设,2,405,"0,0,2","0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DA0010,1.0,"420,433,407,409,410",结构,2,406,"2,0,0","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DA0030,3.0,"427,428,425,424,423",特设,2,407,"0,0,2","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DA0040,2.0,"420,433,407,409,410",结构,1,408,"1,0,0","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DA0060,2.0,"427,428,425,424,423",特设,2,409,"0,0,2","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DA0070,3.0,"427,428,425,424,423",特设,2,410,"0,0,2","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DB0010,2.0,"416,419,417,406,408",机械,2,411,"0,2,0","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DB0020,6.0,"411,451,415,454,458,455",机械,6,412,"0,6,0","0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0","0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DB0030,6.0,"411,451,415,454,458,455",机械,3,413,"0,3,0","0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0","0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DB0040,3.0,"411,451,415,454,458,455",机械,2,414,"0,2,0","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DB0050,2.0,"416,419,417,406,408",机械,2,415,"0,2,0","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DB0060,4.0,"420,433,407,409,410",机械,3,416,"0,3,0","0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0","0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DB0070,1.0,"420,433,407,409,410",机械,2,417,"0,2,0","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DB0080,6.0,"411,451,415,454,458,455",机械,2,418,"0,2,0","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DB0090,2.0,"420,433,407,409,410",机械,1,419,"0,1,0","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DB0100,6.0,"427,428,425,424,423",机械,4,420,"0,4,0","0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DB0110,6.0,459,机械,2,421,"0,2,0","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DB0230,6.0,459,机械,2,422,"0,2,0","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0010,4.0,"422,444,421",特设,1,423,"0,0,1","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0020,4.0,"422,444,421",特设,1,424,"0,0,1","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0030,4.0,"422,444,421",特设,2,425,"0,0,2","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0040,2.0,"457,447,446",特设,3,426,"0,0,3","0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0050,4.0,"422,444,421",特设,2,427,"0,0,2","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0060,4.0,"422,444,421",特设,2,428,"0,0,2","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0090,5.0,"431,437,434",特设,2,429,"0,0,2","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0095,5.0,"431,437,434",特设,2,430,"0,0,2","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0120,2.0,"438,440,436",特设,3,431,"0,0,3","0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0140,3.0,"431,437,434",特设,3,432,"0,0,3","0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0150,4.0,"427,428,425,424,423",特设,4,433,"0,0,4","0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0170,2.0,"438,440,436",特设,2,434,"0,0,2","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0180,2.0,"457,447,446",特设,3,435,"0,0,3","0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0190,2.0,"441,443",特设,3,436,"0,0,3","0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0210,2.0,"438,440,436",特设,3,437,"0,0,3","0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0220,2.0,"441,443",特设,2,438,"0,0,2","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0230,3.0,"431,437,434",特设,3,439,"0,0,3","0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0240,2.0,"441,443",特设,3,440,"0,0,3","0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0260,2.0,"452,453",特设,4,441,"0,0,4","0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0270,3.0,"431,437,434",特设,3,442,"0,0,3","0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DE0420,2.0,"452,453",特设,4,443,"0,0,4","0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DS0020,6.0,459,机械,2,444,"0,2,0","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DT0010,4.0,"412,413,418,414,456",机械,4,445,"0,4,0","0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DT0030,4.0,"450,449",机械,4,446,"0,4,0","0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DT0040,4.0,"450,449",机械,4,447,"0,4,0","0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DT0050,4.0,"412,413,418,414,456",机械,4,448,"0,4,0","0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DT0070,4.0,"445,448",机械,4,449,"0,4,0","0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DT0080,4.0,"445,448",机械,4,450,"0,4,0","0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DW0020,4.0,"416,419,417,406,408",特设,2,451,"0,0,2","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DW0070,2.0,"426,435",特设,4,452,"0,0,4","0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DW0080,2.0,"426,435",特设,4,453,"0,0,4","0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205DW0100,4.0,"416,419,417,406,408",特设,2,454,"0,0,2","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0"
150A205LD0010,2.0,"416,419,417,406,408",机械,2,455,"0,2,0","0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0"
150A205LD0020,3.0,"411,451,415,454,458,455",机械,2,456,"0,2,0","0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0"
150A205LD0040,4.0,"450,449",机械,6,457,"0,6,0","0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0","0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0"
150A205LD0050,2.0,"416,419,417,406,408",机械,2,458,"0,2,0","0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0","0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0"
150A210ZF3201,1.5,,机械,12,459,"0,12,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12","0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12"
